accession	accession_version	strain	isolate	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	authors	full_authors	institution	url	genotype	MuV_genotype	taxon_id	MuV_genotype_nextclade_sh	MuV_genotype_nextclade_genome	MuV_genotype_nextclade_genome_new	Match
HQ171942	HQ171942.1	GX0907	GX0907	2009-XX-XX	Asia	China			367	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171942	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171943	HQ171943.1	GX0910	GX0910	2009-XX-XX	Asia	China			369	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171943	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171944	HQ171944.1	GX0913	GX0913	2009-XX-XX	Asia	China			367	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171944	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171945	HQ171945.1	GX0914	GX0914	2009-XX-XX	Asia	China			368	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171945	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171948	HQ171948.1	PZH0801	PZH0801	2008-XX-XX	Asia	China			384	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171948	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171949	HQ171949.1	PZH0802	PZH0802	2008-XX-XX	Asia	China			385	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171949	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171951	HQ171951.1	PZH0907	PZH0907	2009-XX-XX	Asia	China			383	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171951	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171952	HQ171952.1	PZH0908	PZH0908	2009-XX-XX	Asia	China			387	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171952	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171954	HQ171954.1	YX0707	YX0707	2007-XX-XX	Asia	China			377	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171954	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171955	HQ171955.1	YX0711	YX0711	2007-XX-XX	Asia	China			365	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171955	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171956	HQ171956.1	YX0715	YX0715	2007-XX-XX	Asia	China			379	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171956	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171957	HQ171957.1	YX0725	YX0725	2007-XX-XX	Asia	China			371	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171957	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171958	HQ171958.1	YX0801	YX0801	2008-XX-XX	Asia	China			391	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171958	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171959	HQ171959.1	YX0805	YX0805	2008-XX-XX	Asia	China			383	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171959	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171961	HQ171961.1	YX0807	YX0807	2008-XX-XX	Asia	China			384	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171961	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171962	HQ171962.1	YX0808	YX0808	2008-XX-XX	Asia	China			385	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171962	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171964	HQ171964.1	YX0813	YX0813	2008-XX-XX	Asia	China			361	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171964	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171965	HQ171965.1	YX0824	YX0824	2008-XX-XX	Asia	China			387	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171965	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171966	HQ171966.1	YX0825	YX0825	2008-XX-XX	Asia	China			383	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171966	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ171967	HQ171967.1	YX0830	YX0830	2008-XX-XX	Asia	China			384	Homo sapiens		2011-01-10	2011-09-23	Shi et al.	"Shi,H.,Liu,L.,Ma,S.,Chen,J.,Che,Y.,Wang,J.,Li,Q."	"Institute of Medical Biology, Viral Immunology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ171967	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ199876	HQ199876.1	cx-15-07		2007-02-XX	Asia	China	Chuxiong	Yunnan	383	Homo sapiens		2011-03-12	2011-03-12	Ma et al.	"Ma,S.,Chen,J.,Shi,H.,Liu,L.,Li,Q."	"Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Molecular Epidemiology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ199876	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ199877	HQ199877.1	cx-5-07		2007-02-XX	Asia	China	Chuxiong	Yunnan	384	Homo sapiens		2011-03-12	2011-03-12	Ma et al.	"Ma,S.,Chen,J.,Shi,H.,Liu,L.,Li,Q."	"Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Molecular Epidemiology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ199877	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ199879	HQ199879.1	zt-12-08		2008-05-XX	Asia	China	Zhaotong	Yunnan	384	Homo sapiens		2011-03-12	2011-03-12	Ma et al.	"Ma,S.,Chen,J.,Shi,H.,Liu,L.,Li,Q."	"Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Molecular Epidemiology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ199879	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ199880	HQ199880.1	zt-25-08		2008-05-XX	Asia	China	Zhaotong	Yunnan	387	Homo sapiens		2011-03-12	2011-03-12	Ma et al.	"Ma,S.,Chen,J.,Shi,H.,Liu,L.,Li,Q."	"Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Molecular Epidemiology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ199880	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ199882	HQ199882.1	qj-10-08		2008-01-XX	Asia	China	Lincang	Yunnan	383	Homo sapiens		2011-03-12	2011-03-12	Ma et al.	"Ma,S.,Chen,J.,Shi,H.,Liu,L.,Li,Q."	"Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Molecular Epidemiology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ199882	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
HQ199883	HQ199883.1	qj-6-08		2008-01-XX	Asia	China	Qujing	Yunnan	391	Homo sapiens		2011-03-12	2011-03-12	Ma et al.	"Ma,S.,Chen,J.,Shi,H.,Liu,L.,Li,Q."	"Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Molecular Epidemiology"	https://www.ncbi.nlm.nih.gov/nuccore/HQ199883	Mumps orthorubulavirus		2560602	F	unclassified	A	FALSE
JN791408	JN791408.1	1269	1269	2011-09-XX	Europe	Spain	Madrid		1749	Homo sapiens		2014-10-01	2014-10-01	Royuela et al.	"Royuela,E.,Castellanos,A.,Echevarria,J.E."	"Centro de Investigaciones Biomedicas en Red en Epidemiologia y Salud Publica (CIBERESP) and ISCIII, Centro Nacional de Microbiologia. Unidad de Aislamiento y Deteccion Viral"	https://www.ncbi.nlm.nih.gov/nuccore/JN791408	Mumps orthorubulavirus		2560602		H	A	FALSE
JN791409	JN791409.1	591	591	2011-09-XX	Europe	Spain	Madrid		1749	Homo sapiens		2014-10-01	2014-10-01	Royuela et al.	"Royuela,E.,Castellanos,A.,Echevarria,J.E."	"Centro de Investigaciones Biomedicas en Red en Epidemiologia y Salud Publica (CIBERESP) and ISCIII, Centro Nacional de Microbiologia. Unidad de Aislamiento y Deteccion Viral"	https://www.ncbi.nlm.nih.gov/nuccore/JN791409	Mumps orthorubulavirus		2560602		H	A	FALSE
JN791410	JN791410.1	857	857	2011-09-XX	Europe	Spain	Ferrol		1749	Homo sapiens		2014-10-01	2014-10-01	Royuela et al.	"Royuela,E.,Castellanos,A.,Echevarria,J.E."	"Centro de Investigaciones Biomedicas en Red en Epidemiologia y Salud Publica (CIBERESP) and ISCIII, Centro Nacional de Microbiologia. Unidad de Aislamiento y Deteccion Viral"	https://www.ncbi.nlm.nih.gov/nuccore/JN791410	Mumps orthorubulavirus		2560602		H	A	FALSE
JN791411	JN791411.1	320	320	2011-09-XX	Europe	Spain	Madrid		1749	Homo sapiens		2014-10-01	2014-10-01	Royuela et al.	"Royuela,E.,Castellanos,A.,Echevarria,J.E."	"Centro de Investigaciones Biomedicas en Red en Epidemiologia y Salud Publica (CIBERESP) and ISCIII, Centro Nacional de Microbiologia. Unidad de Aislamiento y Deteccion Viral"	https://www.ncbi.nlm.nih.gov/nuccore/JN791411	Mumps orthorubulavirus		2560602		unclassified	A	FALSE
JN791412	JN791412.1	8	8	2011-09-XX	Africa	Canary Islands	Canary Islands		1749	Homo sapiens		2014-10-01	2014-10-01	Royuela et al.	"Royuela,E.,Castellanos,A.,Echevarria,J.E."	"Centro de Investigaciones Biomedicas en Red en Epidemiologia y Salud Publica (CIBERESP) and ISCIII, Centro Nacional de Microbiologia. Unidad de Aislamiento y Deteccion Viral"	https://www.ncbi.nlm.nih.gov/nuccore/JN791412	Mumps orthorubulavirus		2560602		H	A	FALSE
JN791413	JN791413.1	1295	1295	2011-09-XX	Europe	Spain	Palencia		1749	Homo sapiens		2014-10-01	2014-10-01	Royuela et al.	"Royuela,E.,Castellanos,A.,Echevarria,J.E."	"Centro de Investigaciones Biomedicas en Red en Epidemiologia y Salud Publica (CIBERESP) and ISCIII, Centro Nacional de Microbiologia. Unidad de Aislamiento y Deteccion Viral"	https://www.ncbi.nlm.nih.gov/nuccore/JN791413	Mumps orthorubulavirus		2560602		H	A	FALSE
JN791414	JN791414.1	556	556	2011-09-XX	Europe	Spain	Madrid		1749	Homo sapiens		2014-10-01	2014-10-01	Royuela et al.	"Royuela,E.,Castellanos,A.,Echevarria,J.E."	"Centro de Investigaciones Biomedicas en Red en Epidemiologia y Salud Publica (CIBERESP) and ISCIII, Centro Nacional de Microbiologia. Unidad de Aislamiento y Deteccion Viral"	https://www.ncbi.nlm.nih.gov/nuccore/JN791414	Mumps orthorubulavirus		2560602		H	A	FALSE
JQ034467	JQ034467.1	H050200474		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034467	Mumps orthorubulavirus		2560602		J	A	FALSE
JQ034468	JQ034468.1	H044020553		2004-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034468	Mumps orthorubulavirus		2560602		J	A	FALSE
JQ034469	JQ034469.1	H051540222		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034469	Mumps orthorubulavirus		2560602		J	A	FALSE
JQ034470	JQ034470.1	H051240499		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034470	Mumps orthorubulavirus		2560602		J	A	FALSE
JQ034471	JQ034471.1	H050840134		2005-XX-XX	North America	Dominican Republic			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034471	Mumps orthorubulavirus		2560602		H	A	FALSE
JQ034472	JQ034472.1	H030440045		2003-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034472	Mumps orthorubulavirus		2560602		H	A	FALSE
JQ034473	JQ034473.1	H030560035		2003-XX-XX	Europe	United Kingdom			447			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034473	Mumps orthorubulavirus		2560602		H	A	FALSE
JQ034474	JQ034474.1	H043320549		2004-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034474	Mumps orthorubulavirus		2560602		H	A	FALSE
JQ034475	JQ034475.1	H052320463		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034475	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034476	JQ034476.1	H052120470		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034476	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034477	JQ034477.1	H044260236		2004-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034477	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034478	JQ034478.1	H044700355		2004-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034478	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034479	JQ034479.1	H043120596		2004-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034479	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034480	JQ034480.1	H051340896		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034480	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034481	JQ034481.1	H050400628		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034481	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034482	JQ034482.1	H041480397		2004-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034482	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034483	JQ034483.1	H041800436		2004-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034483	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034484	JQ034484.1	H040300394		2004-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034484	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034485	JQ034485.1	H041040497		2004-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034485	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034486	JQ034486.1	H051460662		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034486	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034487	JQ034487.1	H050260523		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034487	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034488	JQ034488.1	H050240747		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034488	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034489	JQ034489.1	H050140741		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034489	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034490	JQ034490.1	H052180569		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034490	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034491	JQ034491.1	H050920489		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034491	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034492	JQ034492.1	H050580480		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034492	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034493	JQ034493.1	H050420571		2005-XX-XX	Europe	United Kingdom			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034493	Mumps orthorubulavirus		2560602		G	A	FALSE
JQ034499	JQ034499.1	4B050505		2004-XX-XX	Asia	China			459			2012-11-30	2013-05-09	Cui et al.	"Cui,A.,Brown,D.W.,Xu,W.,Jin,L."	"National Institute of Viral Disease Control and Prevention, Chinese Centre for Disease Control and Prevention, National Measles and Rubella Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/JQ034499	Mumps orthorubulavirus		2560602		F	A	FALSE
